"task_event_id","team_id"
"b9e7e94f-fdb5-4083-a9aa-b4cbcec7cc10","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"a06f0620-12ff-414b-8a40-085f982c2c8c","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"a06f0620-12ff-414b-8a40-085f982c2c8c","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"a41795f7-8034-43d0-bba4-b7ec8bc26c96","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"a41795f7-8034-43d0-bba4-b7ec8bc26c96","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"4f3de447-c8c6-401c-8a9d-8eb2d5bd18cb","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"4f3de447-c8c6-401c-8a9d-8eb2d5bd18cb","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"a4a267bd-f46b-4da1-b692-dced0404c0ee","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"a4a267bd-f46b-4da1-b692-dced0404c0ee","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"5c5145b9-d073-4594-afbb-a307b35fe3bc","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"c8dbc3f1-708b-4cf4-8d52-894a83bdf938","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"c8dbc3f1-708b-4cf4-8d52-894a83bdf938","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"3f443240-e96c-4662-82e4-f401fa381dcb","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"3f443240-e96c-4662-82e4-f401fa381dcb","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"fd7a73ec-b29c-47d2-bdb7-2dc147150131","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"fd7a73ec-b29c-47d2-bdb7-2dc147150131","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"fd7a73ec-b29c-47d2-bdb7-2dc147150131","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"8ba5971f-08f9-48e1-afe1-5e8afb184475","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"10729893-b12f-48f4-995d-846a3dfef684","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"307a93d6-133a-4b48-b9a5-2eb1d4b17027","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"d8ab70c1-82fa-4b1c-aecf-86b4b4bc2505","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"d8ab70c1-82fa-4b1c-aecf-86b4b4bc2505","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"e34db215-324a-4cb5-bf77-a0b4be6536bb","27264d57-eab1-4c1a-9b48-4ba05db08af2"
"31cbbe1b-bee4-4507-ba3f-e527660cd6f2","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"640349b7-3a77-4340-a8f7-27b4c1d5f17f","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"1a4f1afe-d99d-4d56-8edf-55c5aa37054a","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"6412a261-864b-4708-901b-ab2df1843821","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"1dd32bc5-b3ac-49c2-8e11-a61f617ea9c7","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"6eaca20f-62de-472a-a85c-4d5201ee6059","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"1631be90-e93d-4413-b203-0c910bb69811","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"da6358bd-bcff-4bf3-b730-73c04d4aeadf","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"e4cda4b3-de9a-4f62-924d-838bd316bec8","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"5ba96af4-eb43-43ab-a7b5-a55150816422","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"c3a9f2e8-a988-4bf7-841e-1128c1078389","34fbb5ed-358d-4583-bc14-1c2daaa82436"
"902b7fa0-8174-4a78-8cba-5e193344dd98","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"9ebd8f6d-e07a-4547-ba74-8ca323068fb3","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"aee32b11-53c9-44f8-9d50-57cf047248a5","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"25fa0c8c-9418-4079-b544-b4080bf2dcf1","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"67d80aa2-5db6-4295-b581-59c2d214f1e4","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"5a5d9746-2abd-43cf-a16c-359b4ce1e5b5","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"6567fd3e-b790-40c5-8a09-e31b2d57ed65","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
"5319c5ed-021f-4e9e-aafd-3157759cea3c","d9ed9dec-29db-4931-8f2e-875e62d9fc38"
